Age,Gender,City,Occupation,Monthly_Income,Orders_Per_Week,Apps_Used,Delivery_Speed_Importance,Food_Quality_Importance,Willingness_Wait_Extra,Multi_Restaurant_Order,Diet_Preferences,Open_Personalized_Suggestions,Important_Features,Group_Order_Frequency,Spend_Per_Order,Max_Premium_Pay,Promotion_Motivation,Stopped_Using_App,Reason_Stopped,EcoFriendly_Packaging_Importance,Trust_AI_Recommendations,Comfortable_Sharing_Data,Emotional_Connection_App,Willingness_Try_App
39,Male,Pune,Student,20000-50000,1-2,Zomato,4,5,2,Yes,Keto,No,"Fresh food, Combo offers, Sustainability",Often,501-800,400-600,Free delivery,Yes,Poor Customer Service,3,Maybe,No,3,5
32,Male,Mumbai,Currently Unemployed,>120000,>5,"Swiggy, Talabat, Deliveroo",4,4,2,Yes,No preference,No,"Fast delivery, Fresh food, Sustainability",Often,250-500,601-800,Loyalty points,Yes,Poor Food Quality,3,Yes,No,4,5
28,Male,Mumbai,Homemaker,<20000,3-5,"Swiggy, Zomato, Deliveroo",3,5,3,Yes,Vegetarian,Yes,"Discounts, Combo offers, Fresh food",Often,501-800,>1000,Loyalty points,No,NA,4,No,No,2,1
32,Female,Pune,Self-employed,80001-120000,3-5,Zomato,2,4,3,No,Keto,Yes,"Sustainability, Discounts, Combo offers",Rarely,801-1200,400-600,Combo deals,No,NA,3,Yes,No,4,4
35,Female,Chennai,Homemaker,<20000,1-2,"Swiggy, Others, Uber Eats",3,4,4,Yes,No preference,Yes,"Combo offers, Ethical sourcing, Fast delivery",Sometimes,250-500,601-800,Combo deals,Yes,Other,5,Yes,Yes,3,3
34,Female,Chennai,Employed - Full Time,50001-80000,3-5,"Others, Swiggy",3,5,2,Yes,Other,Yes,"Discounts, Sustainability, Combo offers",Rarely,250-500,801-1000,Cashback,No,NA,4,Maybe,Yes,4,5
32,Female,Bangalore,Currently Unemployed,50001-80000,1-2,"Talabat, Others, Uber Eats",4,5,4,No,Vegan,Yes,"Combo offers, Discounts, Fresh food",Rarely,250-500,<400,Combo deals,No,NA,5,Maybe,Yes,3,2
35,Female,Hyderabad,Homemaker,20000-50000,1-2,Uber Eats,3,5,4,No,No preference,Yes,"Fast delivery, Fresh food, Sustainability",Sometimes,250-500,601-800,Cashback,No,NA,4,No,No,2,4
35,Female,Bangalore,Employed - Part Time,80001-120000,3-5,"Others, Deliveroo, Uber Eats",4,4,4,Yes,Vegetarian,No,"Combo offers, Discounts, Fast delivery",Sometimes,501-800,400-600,Cashback,No,NA,3,Maybe,Yes,3,4
36,Male,Hyderabad,Self-employed,<20000,1-2,"Uber Eats, Swiggy",5,3,5,No,No preference,Yes,"Combo offers, Ethical sourcing, Fast delivery",Sometimes,501-800,400-600,Cashback,Yes,Limited Food Choices,5,Yes,Yes,2,5
33,Female,Mumbai,Retired,20000-50000,<1,Uber Eats,3,5,2,Yes,Vegetarian,No,"Ethical sourcing, Fresh food, Fast delivery",Rarely,250-500,400-600,Combo deals,Yes,Limited Food Choices,4,Maybe,Yes,2,5
29,Female,Delhi,Currently Unemployed,50001-80000,<1,Swiggy,5,5,2,Yes,No preference,Yes,"Sustainability, Discounts, Ethical sourcing",Rarely,501-800,601-800,Combo deals,No,NA,4,Yes,Yes,2,3
30,Female,Bangalore,Employed - Full Time,20000-50000,<1,"Others, Zomato",3,3,3,No,Vegetarian,Yes,"Fresh food, Combo offers, Sustainability",Rarely,501-800,601-800,Cashback,No,NA,5,Yes,Yes,4,4
36,Male,Bangalore,Retired,50001-80000,3-5,"Deliveroo, Talabat, Zomato",3,3,2,Yes,Vegetarian,No,"Combo offers, Ethical sourcing, Sustainability",Rarely,<250,400-600,Free delivery,Yes,Poor Customer Service,2,Yes,Yes,4,5
25,Male,Hyderabad,Homemaker,<20000,1-2,"Uber Eats, Talabat, Zomato",3,3,4,Yes,Vegan,Yes,"Fast delivery, Ethical sourcing, Sustainability",Rarely,<250,801-1000,Combo deals,No,NA,4,No,No,5,4
53,Male,Mumbai,Retired,<20000,3-5,"Talabat, Others, Zomato",2,5,3,Yes,Vegetarian,Yes,"Discounts, Combo offers, Fast delivery",Sometimes,801-1200,601-800,Loyalty points,No,NA,2,Maybe,Yes,4,4
46,Female,Mumbai,Retired,<20000,1-2,"Zomato, Swiggy",2,5,3,No,No preference,Yes,"Fast delivery, Ethical sourcing, Combo offers",Often,801-1200,601-800,Free delivery,No,NA,2,No,Yes,4,5
50,Female,Kolkata,Self-employed,20000-50000,1-2,"Zomato, Talabat, Others",3,5,2,Yes,Other,Yes,"Discounts, Fast delivery, Combo offers",Sometimes,501-800,400-600,Loyalty points,Yes,Other,1,Yes,No,1,3
62,Male,Hyderabad,Retired,20000-50000,1-2,"Uber Eats, Others, Talabat",4,3,3,Yes,No preference,Yes,"Sustainability, Ethical sourcing, Fast delivery",Sometimes,801-1200,<400,Combo deals,No,NA,1,Yes,Yes,4,4
51,Other,Mumbai,Retired,50001-80000,3-5,"Swiggy, Zomato, Deliveroo",5,5,4,Yes,Vegetarian,Yes,"Ethical sourcing, Fresh food, Combo offers",Rarely,250-500,400-600,Free delivery,No,NA,4,No,Yes,4,3
50,Male,Pune,Currently Unemployed,80001-120000,1-2,"Talabat, Others",4,3,4,Yes,Keto,No,"Fast delivery, Sustainability, Fresh food",Often,250-500,801-1000,Combo deals,Yes,Other,5,Yes,Yes,2,4
36,Male,Chennai,Self-employed,80001-120000,3-5,Zomato,2,5,2,Yes,No preference,No,"Fresh food, Discounts, Combo offers",Rarely,250-500,<400,Combo deals,Yes,Delayed Delivery,4,Yes,Yes,4,5
57,Male,Kolkata,Employed - Full Time,20000-50000,1-2,"Swiggy, Deliveroo, Others",4,5,2,No,Other,Yes,"Fresh food, Combo offers, Ethical sourcing",Often,<250,>1000,Free delivery,No,NA,4,No,Yes,3,1
56,Female,Pune,Homemaker,20000-50000,1-2,"Zomato, Uber Eats, Talabat",4,4,1,Yes,Keto,Yes,"Discounts, Fast delivery, Fresh food",Often,501-800,601-800,Combo deals,No,NA,4,Maybe,Yes,5,4
65,Female,Delhi,Self-employed,20000-50000,1-2,"Swiggy, Zomato",5,4,1,Yes,No preference,No,"Sustainability, Combo offers, Fresh food",Often,>1200,601-800,Free delivery,Yes,Poor Customer Service,5,Yes,No,4,3
46,Male,Bangalore,Self-employed,20000-50000,3-5,"Swiggy, Talabat",5,3,5,Yes,Other,Yes,"Fresh food, Ethical sourcing, Sustainability",Rarely,501-800,601-800,Combo deals,Yes,Limited Food Choices,5,Yes,Yes,5,3
52,Female,Kolkata,Student,50001-80000,3-5,"Swiggy, Talabat, Uber Eats",5,3,1,Yes,No preference,Yes,"Combo offers, Ethical sourcing, Discounts",Sometimes,250-500,400-600,Cashback,Yes,High Cost,5,Maybe,Yes,2,5
52,Male,Delhi,Self-employed,<20000,<1,"Uber Eats, Deliveroo",3,5,4,No,Vegetarian,Yes,"Fast delivery, Sustainability, Ethical sourcing",Rarely,250-500,601-800,Loyalty points,Yes,Delayed Delivery,5,Maybe,Yes,1,4
65,Female,Bangalore,Student,20000-50000,1-2,"Zomato, Talabat, Deliveroo",4,5,5,Yes,Vegan,No,"Combo offers, Fresh food, Discounts",Rarely,<250,400-600,Cashback,Yes,Other,3,Maybe,No,5,2
49,Female,Chennai,Homemaker,80001-120000,1-2,Talabat,3,5,1,Yes,Keto,Yes,"Ethical sourcing, Fast delivery, Combo offers",Rarely,250-500,601-800,Combo deals,No,NA,4,Yes,No,1,4
52,Female,Mumbai,Retired,20000-50000,3-5,"Deliveroo, Swiggy",5,5,3,Yes,Gluten-free,Yes,"Combo offers, Discounts, Fresh food",Often,501-800,601-800,Combo deals,No,NA,4,Yes,Yes,3,4
56,Male,Pune,Currently Unemployed,20000-50000,<1,"Talabat, Uber Eats",3,5,5,Yes,Vegetarian,Yes,"Ethical sourcing, Combo offers, Fresh food",Often,250-500,601-800,Combo deals,No,NA,4,Maybe,Yes,3,2
51,Other,Hyderabad,Currently Unemployed,<20000,3-5,"Swiggy, Talabat",1,2,4,Yes,Vegetarian,No,"Ethical sourcing, Fresh food, Fast delivery",Rarely,801-1200,601-800,Cashback,No,NA,4,Yes,No,4,5
45,Female,Pune,Homemaker,20000-50000,>5,"Deliveroo, Swiggy, Uber Eats",2,3,3,No,No preference,Yes,"Sustainability, Fast delivery, Fresh food",Sometimes,801-1200,<400,Combo deals,Yes,Other,2,No,Yes,2,4
51,Male,Chennai,Homemaker,80001-120000,<1,"Talabat, Deliveroo",4,5,4,Yes,Keto,Yes,"Discounts, Ethical sourcing, Fast delivery",Often,<250,<400,Free delivery,No,NA,2,Yes,Yes,1,5
60,Female,Delhi,Employed - Part Time,20000-50000,3-5,Swiggy,3,3,4,No,Vegetarian,Yes,"Fresh food, Discounts, Sustainability",Sometimes,<250,601-800,Loyalty points,Yes,Poor Food Quality,5,No,Yes,3,3
39,Male,Hyderabad,Retired,20000-50000,<1,"Deliveroo, Uber Eats, Others",3,5,3,Yes,No preference,Yes,"Fresh food, Discounts, Combo offers",Rarely,501-800,400-600,Combo deals,Yes,Delayed Delivery,4,Maybe,Yes,3,3
51,Female,Mumbai,Homemaker,<20000,<1,Others,5,3,5,Yes,No preference,No,"Ethical sourcing, Discounts, Sustainability",Sometimes,250-500,400-600,Combo deals,Yes,Poor Customer Service,3,Yes,Yes,3,2
42,Male,Chennai,Self-employed,20000-50000,<1,"Swiggy, Zomato",5,5,3,Yes,No preference,No,"Discounts, Fresh food, Sustainability",Sometimes,501-800,400-600,Loyalty points,No,NA,3,Maybe,Yes,4,2
61,Female,Hyderabad,Currently Unemployed,<20000,<1,Swiggy,3,5,3,No,Vegetarian,Yes,"Discounts, Fast delivery, Fresh food",Sometimes,250-500,<400,Loyalty points,Yes,Limited Food Choices,4,Yes,Yes,4,5
34,Female,Chennai,Employed - Full Time,80001-120000,3-5,"Zomato, Others, Deliveroo",3,4,5,Yes,No preference,Yes,"Sustainability, Fresh food, Discounts",Sometimes,250-500,<400,Loyalty points,No,NA,4,Maybe,Yes,4,2
44,Male,Chennai,Currently Unemployed,80001-120000,<1,"Others, Swiggy, Zomato",5,4,4,Yes,No preference,Yes,"Discounts, Fresh food, Fast delivery",Sometimes,250-500,601-800,Cashback,Yes,High Cost,4,Yes,Yes,2,2
53,Male,Mumbai,Student,50001-80000,1-2,Talabat,5,5,3,Yes,Vegan,Yes,"Fresh food, Sustainability, Combo offers",Rarely,250-500,400-600,Cashback,No,NA,2,Yes,Yes,4,5
65,Male,Kolkata,Currently Unemployed,20000-50000,<1,"Deliveroo, Talabat, Others",4,4,1,No,No preference,Yes,"Combo offers, Sustainability, Ethical sourcing",Rarely,801-1200,400-600,Combo deals,No,NA,2,Yes,No,5,4
49,Male,Bangalore,Employed - Part Time,80001-120000,1-2,"Swiggy, Uber Eats",4,3,4,Yes,Vegetarian,No,"Combo offers, Ethical sourcing, Discounts",Rarely,<250,801-1000,Loyalty points,Yes,Other,4,Maybe,Yes,3,2
44,Male,Hyderabad,Retired,50001-80000,<1,"Uber Eats, Zomato",3,5,4,Yes,Vegetarian,No,"Discounts, Sustainability, Combo offers",Sometimes,801-1200,<400,Combo deals,Yes,Poor Customer Service,5,Maybe,Yes,2,5
65,Female,Mumbai,Homemaker,20000-50000,1-2,Deliveroo,5,3,4,No,Keto,Yes,"Ethical sourcing, Discounts, Combo offers",Rarely,501-800,400-600,Combo deals,No,NA,1,Yes,Yes,5,2
35,Male,Chennai,Retired,50001-80000,<1,Swiggy,4,5,5,No,Vegetarian,Yes,"Discounts, Ethical sourcing, Combo offers",Often,501-800,601-800,Combo deals,No,NA,3,No,Yes,3,5
28,Male,Mumbai,Homemaker,<20000,3-5,Swiggy,4,5,5,Yes,Vegetarian,Yes,"Sustainability, Ethical sourcing, Fast delivery",Sometimes,<250,601-800,Cashback,Yes,Poor Food Quality,5,Maybe,Yes,4,1
54,Female,Kolkata,Currently Unemployed,<20000,3-5,"Swiggy, Talabat, Zomato",2,3,3,Yes,No preference,Yes,"Fast delivery, Sustainability, Fresh food",Sometimes,501-800,400-600,Loyalty points,Yes,High Cost,5,Maybe,Yes,2,4
44,Male,Bangalore,Employed - Full Time,50001-80000,<1,"Swiggy, Others",5,5,1,Yes,Vegetarian,Yes,"Fresh food, Sustainability, Fast delivery",Often,250-500,>1000,Combo deals,No,NA,3,No,Yes,4,4
39,Female,Pune,Employed - Full Time,20000-50000,3-5,"Deliveroo, Zomato, Swiggy",4,5,3,Yes,Other,Yes,"Fast delivery, Ethical sourcing, Discounts",Often,250-500,801-1000,Cashback,No,NA,5,Maybe,Yes,5,3
57,Female,Hyderabad,Employed - Part Time,50001-80000,<1,"Swiggy, Uber Eats",3,4,4,No,No preference,Yes,"Ethical sourcing, Fast delivery, Combo offers",Often,501-800,<400,Free delivery,No,NA,5,No,No,3,4
52,Female,Bangalore,Student,20000-50000,<1,"Uber Eats, Zomato, Talabat",4,4,4,Yes,Vegetarian,Yes,"Fast delivery, Ethical sourcing, Discounts",Sometimes,250-500,<400,Free delivery,Yes,Other,5,Yes,No,2,4
44,Female,Delhi,Currently Unemployed,80001-120000,<1,"Uber Eats, Talabat, Zomato",4,4,3,No,Vegetarian,Yes,"Fresh food, Discounts, Sustainability",Rarely,801-1200,601-800,Combo deals,No,NA,5,Yes,No,2,5
37,Female,Hyderabad,Homemaker,>120000,1-2,Deliveroo,4,4,3,Yes,No preference,Yes,"Discounts, Ethical sourcing, Fresh food",Often,250-500,400-600,Combo deals,Yes,Delayed Delivery,5,Maybe,Yes,2,5
58,Male,Bangalore,Currently Unemployed,80001-120000,1-2,Others,4,3,3,Yes,No preference,Yes,"Discounts, Fresh food, Ethical sourcing",Often,501-800,<400,Loyalty points,No,NA,3,Yes,Yes,3,4
56,Male,Chennai,Employed - Part Time,20000-50000,3-5,"Zomato, Swiggy",4,4,3,Yes,Vegan,No,"Ethical sourcing, Fresh food, Sustainability",Often,<250,601-800,Loyalty points,No,NA,4,Yes,No,4,4
49,Male,Hyderabad,Self-employed,20000-50000,1-2,Uber Eats,5,4,3,No,Vegetarian,Yes,"Sustainability, Ethical sourcing, Fast delivery",Sometimes,501-800,400-600,Combo deals,Yes,Limited Food Choices,4,Maybe,Yes,2,4
65,Female,Hyderabad,Self-employed,20000-50000,3-5,"Others, Talabat",2,5,2,Yes,No preference,No,"Fresh food, Discounts, Ethical sourcing",Sometimes,801-1200,400-600,Cashback,No,NA,4,Yes,No,2,4
39,Male,Mumbai,Employed - Part Time,<20000,<1,"Swiggy, Talabat, Deliveroo",2,5,3,Yes,Vegan,Yes,"Ethical sourcing, Discounts, Combo offers",Rarely,250-500,<400,Combo deals,No,NA,4,Maybe,Yes,3,4
34,Female,Chennai,Homemaker,<20000,3-5,Uber Eats,3,5,3,Yes,No preference,Yes,"Fast delivery, Combo offers, Ethical sourcing",Sometimes,250-500,601-800,Loyalty points,No,NA,5,Maybe,Yes,3,4
43,Prefer not to say,Delhi,Retired,50001-80000,<1,Swiggy,4,5,4,No,No preference,Yes,"Ethical sourcing, Fast delivery, Sustainability",Rarely,501-800,400-600,Loyalty points,Yes,High Cost,5,Maybe,Yes,3,4
49,Female,Pune,Employed - Part Time,50001-80000,<1,"Uber Eats, Others, Talabat",4,5,1,No,Keto,Yes,"Fast delivery, Fresh food, Discounts",Rarely,<250,<400,Cashback,Yes,Delayed Delivery,3,Yes,Yes,4,5
52,Female,Kolkata,Homemaker,>120000,<1,Uber Eats,5,5,4,Yes,Vegetarian,Yes,"Combo offers, Fresh food, Fast delivery",Sometimes,250-500,400-600,Combo deals,Yes,Other,3,Yes,Yes,4,4
47,Male,Bangalore,Employed - Full Time,20000-50000,<1,Uber Eats,4,5,4,Yes,Vegan,Yes,"Combo offers, Fast delivery, Fresh food",Sometimes,250-500,400-600,Loyalty points,Yes,Poor Customer Service,4,Maybe,Yes,2,3
53,Female,Mumbai,Employed - Part Time,20000-50000,1-2,Talabat,4,4,4,No,No preference,Yes,"Fresh food, Combo offers, Discounts",Rarely,801-1200,801-1000,Combo deals,No,NA,2,Yes,Yes,3,4
37,Female,Bangalore,Homemaker,<20000,3-5,Swiggy,5,5,4,No,Vegetarian,Yes,"Fast delivery, Ethical sourcing, Fresh food",Often,801-1200,801-1000,Loyalty points,No,NA,4,No,Yes,3,5
64,Male,Delhi,Employed - Part Time,80001-120000,<1,Uber Eats,3,2,3,Yes,Vegetarian,Yes,"Ethical sourcing, Fast delivery, Sustainability",Often,501-800,400-600,Free delivery,Yes,Delayed Delivery,2,Maybe,Yes,1,5
49,Male,Delhi,Employed - Part Time,50001-80000,3-5,"Others, Zomato",5,4,3,Yes,No preference,No,"Ethical sourcing, Fresh food, Discounts",Sometimes,501-800,601-800,Free delivery,Yes,Limited Food Choices,4,Yes,Yes,3,5
61,Female,Hyderabad,Retired,80001-120000,1-2,Deliveroo,3,5,5,Yes,Vegetarian,Yes,"Ethical sourcing, Sustainability, Combo offers",Sometimes,501-800,601-800,Free delivery,Yes,Delayed Delivery,4,Maybe,Yes,4,5
53,Female,Kolkata,Retired,80001-120000,3-5,"Others, Uber Eats, Swiggy",4,3,4,Yes,Keto,Yes,"Fresh food, Combo offers, Fast delivery",Often,250-500,601-800,Loyalty points,No,NA,2,No,Yes,1,3
54,Female,Delhi,Homemaker,50001-80000,<1,"Deliveroo, Swiggy, Zomato",4,3,5,No,No preference,Yes,"Fast delivery, Fresh food, Combo offers",Rarely,250-500,400-600,Cashback,No,NA,3,Yes,Yes,1,4
55,Female,Bangalore,Homemaker,20000-50000,1-2,Talabat,4,5,4,Yes,Keto,No,"Combo offers, Fast delivery, Discounts",Sometimes,250-500,<400,Free delivery,No,NA,3,Yes,Yes,4,5
54,Female,Chennai,Student,20000-50000,3-5,Uber Eats,2,5,2,Yes,No preference,Yes,"Discounts, Combo offers, Ethical sourcing",Rarely,801-1200,601-800,Loyalty points,No,NA,4,Yes,No,4,3
56,Female,Chennai,Employed - Part Time,50001-80000,1-2,"Talabat, Others, Swiggy",3,5,1,Yes,No preference,Yes,"Ethical sourcing, Fast delivery, Combo offers",Rarely,501-800,<400,Combo deals,No,NA,5,Yes,Yes,3,4
63,Male,Hyderabad,Self-employed,20000-50000,1-2,Talabat,4,5,4,No,Vegetarian,Yes,"Fresh food, Ethical sourcing, Discounts",Sometimes,250-500,<400,Free delivery,No,NA,4,Maybe,No,4,5
51,Male,Pune,Employed - Part Time,20000-50000,<1,"Deliveroo, Swiggy",5,3,3,Yes,Vegetarian,Yes,"Discounts, Fresh food, Fast delivery",Sometimes,501-800,400-600,Cashback,Yes,Poor Food Quality,4,Yes,No,5,5
57,Male,Bangalore,Employed - Part Time,80001-120000,1-2,"Others, Swiggy",3,2,3,Yes,Keto,Yes,"Combo offers, Discounts, Sustainability",Rarely,250-500,>1000,Cashback,No,NA,4,Yes,Yes,2,5
49,Female,Bangalore,Homemaker,>120000,1-2,"Swiggy, Zomato, Uber Eats",5,5,4,Yes,No preference,Yes,"Discounts, Combo offers, Ethical sourcing",Rarely,501-800,<400,Cashback,Yes,Other,1,Maybe,Yes,2,5
64,Female,Delhi,Employed - Part Time,50001-80000,3-5,"Others, Deliveroo",3,4,3,Yes,Vegetarian,No,"Ethical sourcing, Discounts, Combo offers",Sometimes,250-500,400-600,Combo deals,Yes,Delayed Delivery,5,No,Yes,2,3
43,Female,Kolkata,Currently Unemployed,50001-80000,<1,"Others, Deliveroo",4,5,3,Yes,Other,No,"Combo offers, Discounts, Ethical sourcing",Sometimes,250-500,400-600,Combo deals,No,NA,1,Yes,Yes,4,5
65,Male,Bangalore,Employed - Part Time,50001-80000,1-2,"Swiggy, Zomato, Deliveroo",4,3,4,No,No preference,Yes,"Combo offers, Ethical sourcing, Fast delivery",Sometimes,501-800,801-1000,Cashback,Yes,Poor Food Quality,5,Maybe,No,3,2
49,Female,Mumbai,Currently Unemployed,20000-50000,1-2,"Zomato, Deliveroo",4,4,4,Yes,Vegetarian,No,"Combo offers, Ethical sourcing, Discounts",Rarely,501-800,400-600,Cashback,No,NA,4,Yes,No,5,4
35,Female,Pune,Retired,<20000,1-2,"Deliveroo, Talabat",5,5,3,Yes,No preference,Yes,"Combo offers, Fast delivery, Sustainability",Sometimes,250-500,<400,Cashback,No,NA,4,Maybe,Yes,4,3
51,Female,Delhi,Self-employed,50001-80000,1-2,"Zomato, Deliveroo, Talabat",4,5,4,Yes,Vegetarian,No,"Combo offers, Sustainability, Discounts",Rarely,250-500,400-600,Combo deals,Yes,High Cost,5,Maybe,Yes,3,3
43,Female,Mumbai,Homemaker,50001-80000,3-5,"Uber Eats, Zomato",4,5,5,Yes,No preference,Yes,"Sustainability, Combo offers, Fast delivery",Rarely,501-800,400-600,Combo deals,Yes,Other,5,Maybe,No,2,5
58,Male,Hyderabad,Employed - Part Time,<20000,1-2,Deliveroo,1,4,3,Yes,No preference,Yes,"Discounts, Fresh food, Sustainability",Sometimes,501-800,<400,Loyalty points,No,NA,5,Maybe,No,3,3
43,Female,Chennai,Currently Unemployed,80001-120000,3-5,Talabat,3,4,1,Yes,Vegan,No,"Fresh food, Combo offers, Discounts",Sometimes,801-1200,<400,Free delivery,Yes,Other,4,No,Yes,2,4
45,Male,Hyderabad,Currently Unemployed,<20000,<1,"Deliveroo, Talabat",3,3,1,Yes,Vegetarian,No,"Combo offers, Discounts, Fast delivery",Rarely,250-500,601-800,Combo deals,Yes,High Cost,3,Maybe,Yes,5,3
31,Male,Chennai,Retired,20000-50000,<1,Others,4,3,3,Yes,No preference,Yes,"Fresh food, Combo offers, Fast delivery",Rarely,>1200,400-600,Cashback,No,NA,5,Maybe,Yes,3,2
45,Female,Hyderabad,Currently Unemployed,50001-80000,1-2,"Others, Zomato",3,4,3,No,No preference,No,"Fast delivery, Sustainability, Ethical sourcing",Sometimes,501-800,601-800,Free delivery,No,NA,1,Yes,Yes,2,3
25,Female,Bangalore,Employed - Full Time,20000-50000,<1,"Uber Eats, Deliveroo, Others",3,4,5,Yes,Other,Yes,"Sustainability, Fast delivery, Ethical sourcing",Rarely,501-800,<400,Combo deals,Yes,Delayed Delivery,5,Yes,No,3,4
34,Female,Mumbai,Student,<20000,<1,Talabat,3,5,4,Yes,Vegan,No,"Ethical sourcing, Fast delivery, Discounts",Rarely,501-800,400-600,Free delivery,Yes,Other,5,Maybe,No,2,3
57,Female,Chennai,Self-employed,20000-50000,<1,Others,2,4,4,Yes,Vegetarian,Yes,"Discounts, Fast delivery, Ethical sourcing",Sometimes,250-500,400-600,Loyalty points,No,NA,5,No,No,3,3
57,Female,Delhi,Retired,50001-80000,3-5,"Swiggy, Others, Talabat",3,5,5,No,Vegetarian,Yes,"Sustainability, Fresh food, Fast delivery",Rarely,<250,<400,Combo deals,Yes,High Cost,5,Maybe,Yes,1,4
54,Female,Mumbai,Retired,20000-50000,<1,"Zomato, Talabat, Others",5,5,5,Yes,No preference,Yes,"Discounts, Fast delivery, Ethical sourcing",Rarely,501-800,400-600,Cashback,Yes,High Cost,2,No,No,3,2
40,Female,Delhi,Employed - Part Time,50001-80000,3-5,Swiggy,4,4,3,No,Vegetarian,Yes,"Combo offers, Discounts, Sustainability",Often,250-500,<400,Cashback,No,NA,4,No,Yes,3,4
49,Male,Mumbai,Employed - Full Time,50001-80000,<1,Uber Eats,4,3,2,Yes,Vegetarian,Yes,"Fresh food, Combo offers, Sustainability",Sometimes,501-800,601-800,Loyalty points,Yes,Delayed Delivery,2,Yes,Yes,3,5
49,Male,Mumbai,Employed - Part Time,<20000,3-5,"Zomato, Uber Eats",4,3,4,No,No preference,Yes,"Ethical sourcing, Discounts, Fast delivery",Sometimes,250-500,400-600,Loyalty points,No,NA,2,Yes,Yes,4,4
38,Male,Hyderabad,Employed - Part Time,>120000,3-5,"Swiggy, Zomato, Uber Eats",3,5,3,Yes,Gluten-free,Yes,"Combo offers, Ethical sourcing, Discounts",Sometimes,250-500,400-600,Loyalty points,No,NA,4,No,Yes,1,4
65,Male,Chennai,Homemaker,<20000,<1,Deliveroo,5,4,3,Yes,Vegetarian,No,"Combo offers, Discounts, Ethical sourcing",Sometimes,250-500,<400,Loyalty points,Yes,Limited Food Choices,2,No,Yes,3,4
58,Male,Chennai,Homemaker,>120000,3-5,"Talabat, Others",2,3,4,Yes,Keto,Yes,"Fast delivery, Fresh food, Combo offers",Often,501-800,400-600,Loyalty points,Yes,Other,5,No,Yes,3,5
47,Male,Kolkata,Homemaker,50001-80000,1-2,"Swiggy, Talabat",3,5,5,Yes,No preference,Yes,"Fast delivery, Discounts, Sustainability",Sometimes,250-500,400-600,Combo deals,No,NA,5,Maybe,Yes,3,5
50,Male,Mumbai,Employed - Full Time,>120000,3-5,"Talabat, Zomato",4,3,3,No,Vegetarian,Yes,"Sustainability, Ethical sourcing, Discounts",Rarely,501-800,400-600,Combo deals,No,NA,4,No,No,5,5
52,Other,Bangalore,Employed - Part Time,<20000,1-2,"Deliveroo, Swiggy",2,5,4,Yes,Vegetarian,Yes,"Fast delivery, Combo offers, Sustainability",Sometimes,250-500,<400,Free delivery,Yes,Poor Food Quality,3,Maybe,Yes,2,2
29,Male,Bangalore,Student,20000-50000,1-2,"Swiggy, Deliveroo",4,5,3,No,Vegetarian,Yes,"Discounts, Fast delivery, Combo offers",Sometimes,501-800,<400,Loyalty points,Yes,Delayed Delivery,5,Yes,Yes,4,5
47,Female,Delhi,Self-employed,20000-50000,3-5,"Deliveroo, Others",3,5,4,Yes,No preference,Yes,"Sustainability, Combo offers, Discounts",Sometimes,<250,400-600,Cashback,No,NA,5,No,Yes,3,5
43,Male,Delhi,Homemaker,<20000,1-2,Uber Eats,4,3,1,Yes,No preference,Yes,"Fast delivery, Combo offers, Ethical sourcing",Sometimes,250-500,400-600,Cashback,Yes,Poor Customer Service,5,Yes,No,3,5
39,Female,Hyderabad,Homemaker,50001-80000,<1,"Deliveroo, Swiggy, Zomato",4,5,5,Yes,Vegetarian,Yes,"Sustainability, Fast delivery, Discounts",Often,501-800,<400,Loyalty points,No,NA,4,Yes,Yes,4,4
47,Male,Mumbai,Retired,20000-50000,3-5,"Talabat, Uber Eats",3,5,1,Yes,Vegetarian,Yes,"Sustainability, Combo offers, Fresh food",Sometimes,250-500,400-600,Loyalty points,Yes,High Cost,5,Yes,Yes,2,5
65,Male,Delhi,Employed - Part Time,50001-80000,1-2,"Talabat, Uber Eats",4,4,4,No,No preference,Yes,"Fast delivery, Sustainability, Combo offers",Rarely,250-500,400-600,Loyalty points,Yes,Other,3,Yes,No,4,3
56,Female,Delhi,Employed - Part Time,<20000,1-2,"Swiggy, Others",3,3,1,Yes,Other,No,"Sustainability, Combo offers, Discounts",Rarely,801-1200,400-600,Loyalty points,No,NA,5,Yes,Yes,1,5
44,Male,Pune,Employed - Full Time,20000-50000,<1,"Talabat, Deliveroo",4,4,3,Yes,No preference,Yes,"Sustainability, Ethical sourcing, Discounts",Sometimes,250-500,400-600,Loyalty points,Yes,Limited Food Choices,5,Yes,Yes,3,3
